Mapping of bootstrap factors to base factors

,Composting (MeOH),Gasoline vapor-summer blend,Biogenic,Gasoline vapor-winter blend,Secondary VOC,University + K12 institutes,Mixing solvents,VCP (siloxane),VCP (Ethanol),Unmapped
Boot Factor 1,49,0,0,0,0,1,0,0,0,0
Boot Factor 2,0,40,3,0,0,0,5,2,0,0
Boot Factor 3,0,0,40,0,1,2,7,0,0,0
Boot Factor 4,0,0,2,36,2,3,3,2,1,1
Boot Factor 5,0,0,0,0,46,2,1,0,0,1
Boot Factor 6,0,1,0,0,1,47,1,0,0,0
Boot Factor 7,0,0,0,0,0,0,49,0,0,1
Boot Factor 8,0,4,2,0,2,4,6,30,0,2
Boot Factor 9,0,0,0,0,0,0,0,0,50,0


Bootstrapping and Pulling Results.  Includes adjustment for measurement errors.
There is a block of rows for each species.
Columns are:  Original Factor, m Smallest Bootstraps, m Largest Bootstraps, Each Bootstrap

0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.152347E+00,0.166377E+00,0.171544E+00,0.246002E+00,0.274399E+00,0.292032E+00,0.000000E+00,0.000000E+00,0.158258E-01,0.147526E+00,0.582936E-01,0.152347E+00,0.154741E-01,0.410801E-01,0.000000E+00,0.254204E-01,0.264307E-01,0.000000E+00,0.105189E+00,0.000000E+00,0.274399E+00,0.000000E+00,0.000000E+00,0.146562E+00,0.778489E-01,0.000000E+00,0.000000E+00,0.385176E-01,0.210719E-01,0.000000E+00,0.171544E+00,0.194685E-01,0.000000E+00,0.602845E-01,0.133361E+00,0.166377E+00,0.148324E+00,0.112490E-01,0.000000E+00,0.000000E+00,0.839046E-02,0.406591E-01,0.888129E-01,0.246002E+00,0.642444E-01,0.000000E+00,0.520147E-01,0.108718E+00,0.755459E-01,0.000000E+00,0.292032E+00,0.123473E+00,0.000000E+00,0.107988E+00,0.000000E+00,0.136752E+00,0.858420E-01,
0.169738E+00,0.000000E+00,0.000000E+00,0.133718E-01,0.194192E-01,0.215618E-01,0.249066E-01,0.204156E+00,0.217733E+00,0.231899E+00,0.263909E+00,0.347874E+00,0.618496E+00,0.169738E+00,0.959888E-01,0.131979E+00,0.119738E+00,0.347874E+00,0.147757E+00,0.790476E-01,0.854645E-01,0.155176E+00,0.166569E+00,0.217733E+00,0.883277E-01,0.249066E-01,0.831960E-01,0.357038E-01,0.125875E+00,0.618496E+00,0.178758E+00,0.171599E+00,0.136371E+00,0.922316E-01,0.133718E-01,0.140222E+00,0.263909E+00,0.000000E+00,0.642315E-01,0.138018E+00,0.935058E-01,0.112182E+00,0.108054E+00,0.153029E+00,0.892404E-01,0.137108E+00,0.143814E+00,0.653085E-01,0.140494E+00,0.856961E-01,0.000000E+00,0.541888E-01,0.541748E-01,0.416462E-01,0.184589E+00,0.204156E+00,0.113966E+00,0.215618E-01,0.147651E+00,0.231899E+00,0.194192E-01,0.990774E-01,0.844996E-01,0.157378E+00,
0.155583E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.112960E-02,0.595765E-02,0.570080E+00,0.582362E+00,0.658470E+00,0.745601E+00,0.761822E+00,0.772805E+00,0.155583E+00,0.218882E+00,0.570080E+00,0.140749E+00,0.112960E-02,0.406450E+00,0.212130E+00,0.000000E+00,0.504443E+00,0.125941E+00,0.310695E-01,0.582362E+00,0.153739E+00,0.376850E+00,0.000000E+00,0.224124E+00,0.285776E+00,0.000000E+00,0.389223E-01,0.595765E-02,0.278995E+00,0.158421E+00,0.702020E-01,0.177983E+00,0.687152E-01,0.772805E+00,0.745601E+00,0.122962E+00,0.318548E+00,0.249094E+00,0.761822E+00,0.199117E+00,0.283395E+00,0.220846E+00,0.791586E-01,0.799307E-01,0.241866E-01,0.756600E-01,0.436541E+00,0.658470E+00,0.412762E+00,0.131664E+00,0.203087E+00,0.157935E+00,0.366680E+00,0.000000E+00,0.540106E-01,0.113640E-01,0.290937E+00,0.869729E-01,0.769022E-01,
0.439824E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.395416E-02,0.221835E-01,0.533568E+00,0.568756E+00,0.571853E+00,0.588424E+00,0.626877E+00,0.671753E+00,0.439824E+00,0.568756E+00,0.201701E+00,0.503818E+00,0.509586E+00,0.000000E+00,0.145739E+00,0.000000E+00,0.000000E+00,0.477843E+00,0.491416E+00,0.503789E+00,0.671753E+00,0.581158E-01,0.232405E+00,0.414422E+00,0.392384E+00,0.388719E+00,0.588424E+00,0.400159E+00,0.282527E+00,0.626877E+00,0.457265E+00,0.351895E+00,0.102477E+00,0.284153E+00,0.221835E-01,0.494016E+00,0.494979E+00,0.532080E+00,0.244141E+00,0.308855E+00,0.457879E+00,0.216312E+00,0.452156E+00,0.336133E+00,0.571853E+00,0.459212E+00,0.000000E+00,0.126967E+00,0.176946E+00,0.525180E+00,0.395416E-02,0.489499E+00,0.413242E+00,0.414441E+00,0.337337E+00,0.440884E+00,0.372972E+00,0.533568E+00,0.430419E-01,
0.219445E+00,0.000000E+00,0.400442E-01,0.462150E-01,0.582509E-01,0.594320E-01,0.638548E-01,0.372773E+00,0.438022E+00,0.439113E+00,0.598572E+00,0.728348E+00,0.846369E+00,0.219445E+00,0.183800E+00,0.172677E+00,0.167823E+00,0.113739E+00,0.105972E+00,0.140363E+00,0.150629E+00,0.400442E-01,0.439113E+00,0.112810E+00,0.594320E-01,0.806938E-01,0.730673E-01,0.999412E-01,0.208054E+00,0.247724E+00,0.196864E+00,0.598572E+00,0.201603E+00,0.846369E+00,0.582509E-01,0.126440E+00,0.462150E-01,0.212700E+00,0.110823E+00,0.278707E+00,0.305181E+00,0.372773E+00,0.189794E+00,0.354783E+00,0.104435E+00,0.233321E+00,0.140202E+00,0.638548E-01,0.173092E+00,0.124557E+00,0.966092E-01,0.124652E+00,0.144923E+00,0.728348E+00,0.172610E+00,0.773761E-01,0.438022E+00,0.187896E+00,0.239316E+00,0.155168E+00,0.309625E+00,0.931255E-01,0.000000E+00,0.133434E+00,

0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.187696E-02,0.233495E-02,0.275901E-02,0.442597E-02,0.541732E-02,0.132361E-01,0.000000E+00,0.132361E-01,0.000000E+00,0.353785E-04,0.140641E-02,0.000000E+00,0.164824E-03,0.000000E+00,0.109530E-02,0.233495E-02,0.140571E-03,0.000000E+00,0.129386E-02,0.000000E+00,0.831787E-03,0.000000E+00,0.644477E-03,0.223142E-03,0.000000E+00,0.254597E-03,0.121161E-02,0.149326E-02,0.000000E+00,0.100286E-02,0.000000E+00,0.541732E-02,0.442597E-02,0.000000E+00,0.489767E-04,0.000000E+00,0.187696E-02,0.624185E-03,0.146529E-03,0.631242E-03,0.000000E+00,0.275901E-02,0.000000E+00,0.161628E-03,0.176204E-03,0.174327E-03,0.125390E-02,0.118658E-02,0.159265E-02,0.000000E+00,0.119695E-02,0.382689E-04,0.000000E+00,0.795928E-03,0.372502E-03,0.000000E+00,0.181478E-02,
0.982310E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.179172E-01,0.186742E-01,0.198896E-01,0.223545E-01,0.229032E-01,0.240603E-01,0.982310E-02,0.356004E-02,0.856874E-02,0.613537E-02,0.198896E-01,0.137309E-02,0.513266E-02,0.000000E+00,0.000000E+00,0.632723E-02,0.202683E-02,0.600761E-02,0.242942E-02,0.000000E+00,0.917037E-02,0.000000E+00,0.119175E-02,0.704247E-02,0.838668E-02,0.000000E+00,0.000000E+00,0.348414E-02,0.167467E-01,0.172089E-02,0.952026E-02,0.418071E-02,0.626433E-02,0.150102E-01,0.178942E-02,0.992757E-03,0.700687E-02,0.684822E-02,0.179172E-01,0.186742E-01,0.229032E-01,0.352748E-02,0.000000E+00,0.114697E-09,0.223545E-01,0.562809E-02,0.220572E-02,0.408498E-02,0.584513E-02,0.332678E-02,0.619426E-02,0.144353E-01,0.944864E-02,0.132620E-01,0.240603E-01,0.577418E-02,0.868775E-02,
0.935913E-02,0.000000E+00,0.225196E-03,0.185792E-02,0.202374E-02,0.271885E-02,0.339099E-02,0.170627E-01,0.174693E-01,0.176335E-01,0.181890E-01,0.231358E-01,0.310599E-01,0.935913E-02,0.131734E-01,0.231358E-01,0.935211E-02,0.787631E-02,0.821703E-02,0.113050E-01,0.164817E-01,0.310599E-01,0.339099E-02,0.000000E+00,0.727157E-02,0.564156E-02,0.137023E-01,0.271885E-02,0.225196E-03,0.108420E-01,0.351921E-02,0.632710E-02,0.939987E-02,0.170627E-01,0.152773E-01,0.695663E-02,0.382986E-02,0.181890E-01,0.949567E-02,0.944829E-02,0.185792E-02,0.163383E-01,0.114633E-01,0.684152E-02,0.176335E-01,0.133154E-01,0.152818E-01,0.202374E-02,0.174693E-01,0.719118E-02,0.121285E-01,0.506066E-02,0.627841E-02,0.148471E-01,0.112842E-01,0.144357E-01,0.818360E-02,0.381731E-02,0.773425E-02,0.122466E-01,0.496379E-02,0.522812E-02,0.779673E-02,0.110242E-01,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.151113E-01,0.163082E-01,0.171487E-01,0.207674E-01,0.291408E-01,0.321134E-01,0.000000E+00,0.000000E+00,0.252255E-02,0.950479E-02,0.808217E-03,0.182794E-02,0.188559E-02,0.109123E-01,0.000000E+00,0.000000E+00,0.171487E-01,0.000000E+00,0.321134E-01,0.878472E-03,0.000000E+00,0.129262E-01,0.000000E+00,0.207452E-02,0.000000E+00,0.000000E+00,0.521587E-03,0.163082E-01,0.000000E+00,0.207674E-01,0.000000E+00,0.000000E+00,0.975490E-03,0.151113E-01,0.171646E-02,0.311520E-02,0.100381E-01,0.223314E-02,0.000000E+00,0.768325E-03,0.000000E+00,0.725125E-03,0.103012E-01,0.949875E-02,0.000000E+00,0.236124E-02,0.000000E+00,0.102354E-01,0.000000E+00,0.291408E-01,0.000000E+00,0.000000E+00,0.913092E-03,0.000000E+00,0.000000E+00,0.920395E-02,0.000000E+00,
0.267943E-01,0.217748E-03,0.295579E-02,0.602021E-02,0.649247E-02,0.659883E-02,0.965574E-02,0.281372E-01,0.293204E-01,0.313377E-01,0.350627E-01,0.448925E-01,0.582529E-01,0.267943E-01,0.107969E-01,0.243997E-01,0.278240E-01,0.214929E-01,0.448925E-01,0.994291E-02,0.182337E-01,0.293204E-01,0.133912E-01,0.257965E-01,0.178457E-01,0.217748E-03,0.113156E-01,0.582529E-01,0.223418E-01,0.223634E-01,0.350627E-01,0.254981E-01,0.121030E-01,0.125564E-01,0.105741E-01,0.203131E-01,0.230564E-01,0.659883E-02,0.965574E-02,0.602021E-02,0.236558E-01,0.222373E-01,0.224447E-01,0.281372E-01,0.195383E-01,0.971686E-02,0.102717E-01,0.109981E-01,0.649247E-02,0.198669E-01,0.295579E-02,0.229187E-01,0.124753E-01,0.166319E-01,0.187820E-01,0.266218E-01,0.113245E-01,0.267695E-01,0.276608E-01,0.125856E-01,0.313377E-01,0.121187E-01,0.259475E-01,0.198600E-01,
0.770619E-02,0.860699E-03,0.174990E-02,0.187013E-02,0.224423E-02,0.287422E-02,0.330396E-02,0.180229E-01,0.190155E-01,0.192042E-01,0.208632E-01,0.285281E-01,0.347618E-01,0.770619E-02,0.911685E-02,0.808105E-02,0.739261E-02,0.190155E-01,0.125278E-01,0.588718E-02,0.154458E-01,0.804818E-02,0.831935E-02,0.173266E-01,0.875000E-02,0.145652E-01,0.876392E-02,0.285281E-01,0.374492E-02,0.508719E-02,0.969152E-02,0.729136E-02,0.163584E-01,0.421838E-02,0.208632E-01,0.116798E-01,0.145927E-01,0.120349E-01,0.860699E-03,0.109364E-01,0.330396E-02,0.689180E-02,0.560716E-02,0.702684E-02,0.868390E-02,0.180229E-01,0.149064E-01,0.175140E-01,0.151155E-01,0.174990E-02,0.875405E-02,0.934995E-02,0.646757E-02,0.187013E-02,0.144324E-01,0.131515E-01,0.857845E-02,0.347618E-01,0.711833E-02,0.627644E-02,0.287422E-02,0.192042E-01,0.224423E-02,0.164189E-01,
0.360764E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.572170E-02,0.717140E-02,0.790771E-02,0.799578E-02,0.987420E-02,0.526181E-01,0.360764E-02,0.790771E-02,0.133442E-02,0.116563E-02,0.782565E-03,0.527857E-02,0.405973E-02,0.316714E-02,0.000000E+00,0.526181E-01,0.424488E-02,0.000000E+00,0.799578E-02,0.987420E-02,0.543997E-02,0.318533E-02,0.000000E+00,0.449912E-02,0.384723E-02,0.466209E-02,0.494065E-02,0.000000E+00,0.491564E-02,0.425882E-02,0.458824E-02,0.568391E-02,0.549209E-02,0.559928E-02,0.479787E-02,0.286048E-02,0.000000E+00,0.522718E-02,0.576437E-03,0.125423E-02,0.460013E-02,0.449483E-02,0.369068E-02,0.572170E-02,0.000000E+00,0.687141E-03,0.186795E-02,0.211190E-02,0.287236E-02,0.000000E+00,0.111405E-02,0.460060E-02,0.717140E-02,0.399084E-02,0.351966E-02,0.523866E-02,0.265760E-02,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.208858E-01,0.233733E-01,0.292435E-01,0.293830E-01,0.323752E-01,0.372513E-01,0.000000E+00,0.532425E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.822966E-02,0.293830E-01,0.000000E+00,0.153676E-01,0.000000E+00,0.000000E+00,0.147995E-01,0.000000E+00,0.372513E-01,0.964823E-02,0.144843E-01,0.116876E-01,0.000000E+00,0.000000E+00,0.175375E-01,0.292435E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.648177E-03,0.323752E-01,0.208858E-01,0.000000E+00,0.589313E-02,0.944539E-02,0.737701E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.519751E-02,0.166959E-01,0.122173E-01,0.448068E-02,0.233733E-01,0.178210E-01,0.307110E-02,0.156141E-02,0.289239E-02,0.393574E-02,0.000000E+00,0.450010E-02,0.000000E+00,0.000000E+00,0.219665E-02,0.849372E-03,
0.528193E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.893146E-02,0.973561E-02,0.100580E-01,0.140242E-01,0.167390E-01,0.179769E-01,0.528193E-02,0.000000E+00,0.000000E+00,0.122430E-02,0.139290E-02,0.661303E-03,0.884296E-03,0.901345E-03,0.897358E-03,0.140242E-01,0.000000E+00,0.299704E-02,0.178294E-02,0.000000E+00,0.780525E-03,0.178926E-02,0.783604E-02,0.306579E-02,0.179769E-01,0.000000E+00,0.167390E-01,0.000000E+00,0.143473E-02,0.221244E-03,0.403059E-02,0.386824E-02,0.625839E-02,0.173740E-02,0.387668E-02,0.401302E-02,0.538853E-02,0.310545E-02,0.195239E-02,0.919571E-03,0.256265E-02,0.361148E-02,0.173753E-02,0.114240E-02,0.358114E-02,0.100580E-01,0.973561E-02,0.211682E-02,0.397649E-03,0.893146E-02,0.251430E-02,0.286546E-02,0.131850E-02,0.393479E-02,0.206236E-02,0.000000E+00,0.329074E-02,

0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.494766E-02,0.566456E-02,0.630101E-02,0.674335E-02,0.106949E-01,0.258879E-01,0.000000E+00,0.258879E-01,0.000000E+00,0.000000E+00,0.290418E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.293649E-02,0.494766E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.116953E-02,0.000000E+00,0.000000E+00,0.767135E-04,0.000000E+00,0.101949E-02,0.000000E+00,0.330729E-02,0.000000E+00,0.330512E-02,0.000000E+00,0.674335E-02,0.106949E-01,0.162663E-04,0.000000E+00,0.000000E+00,0.566456E-02,0.257811E-02,0.000000E+00,0.146238E-02,0.000000E+00,0.630101E-02,0.648111E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.324673E-02,0.195519E-02,0.476347E-02,0.000000E+00,0.157308E-02,0.000000E+00,0.000000E+00,0.276905E-02,0.000000E+00,0.000000E+00,0.428309E-02,
0.211263E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.456639E-01,0.505636E-01,0.552104E-01,0.553174E-01,0.580933E-01,0.672497E-01,0.211263E-01,0.000000E+00,0.825741E-02,0.110127E-01,0.552104E-01,0.000000E+00,0.629004E-02,0.000000E+00,0.000000E+00,0.110302E-01,0.000000E+00,0.138199E-01,0.000000E+00,0.000000E+00,0.146529E-01,0.000000E+00,0.147936E-02,0.220428E-01,0.206090E-01,0.394943E-02,0.000000E+00,0.000000E+00,0.434849E-01,0.109738E-02,0.234340E-01,0.497683E-02,0.181361E-01,0.379512E-01,0.000000E+00,0.000000E+00,0.121942E-01,0.179311E-01,0.456639E-01,0.505636E-01,0.580933E-01,0.130161E-01,0.000000E+00,0.000000E+00,0.553174E-01,0.133758E-01,0.000000E+00,0.000000E+00,0.746523E-02,0.101304E-02,0.101533E-01,0.351319E-01,0.187406E-01,0.343897E-01,0.672497E-01,0.127289E-01,0.202247E-01,
0.245736E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.280115E-02,0.366023E-02,0.463416E-01,0.508189E-01,0.512150E-01,0.581090E-01,0.598241E-01,0.665465E-01,0.245736E-01,0.315678E-01,0.598241E-01,0.219593E-01,0.189638E-01,0.278718E-01,0.346779E-01,0.390044E-01,0.665465E-01,0.650385E-02,0.000000E+00,0.171278E-01,0.153187E-01,0.399738E-01,0.491383E-02,0.000000E+00,0.262817E-01,0.000000E+00,0.117291E-01,0.157855E-01,0.581090E-01,0.389009E-01,0.167917E-01,0.756875E-02,0.325144E-01,0.315488E-01,0.230506E-01,0.366023E-02,0.508189E-01,0.135553E-01,0.245569E-01,0.463416E-01,0.136005E-01,0.214721E-01,0.000000E+00,0.512150E-01,0.719634E-02,0.344039E-01,0.805268E-02,0.128694E-01,0.279361E-01,0.186360E-01,0.393653E-01,0.162331E-01,0.595007E-02,0.133015E-01,0.345211E-01,0.280115E-02,0.121628E-01,0.127552E-01,0.306080E-01,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.286525E-01,0.421151E-01,0.476153E-01,0.560779E-01,0.965264E-01,0.101217E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.147144E-01,0.000000E+00,0.000000E+00,0.304162E-02,0.171920E-01,0.851710E-02,0.000000E+00,0.476153E-01,0.000000E+00,0.965264E-01,0.000000E+00,0.876021E-02,0.178945E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.273538E-01,0.000000E+00,0.560779E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.421151E-01,0.000000E+00,0.121846E-01,0.286525E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.126061E-02,0.190238E-01,0.252411E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.164775E-01,0.662988E-02,0.101217E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.238180E-01,0.000000E+00,
0.743541E-01,0.000000E+00,0.000000E+00,0.169272E-01,0.196433E-01,0.199481E-01,0.210579E-01,0.771961E-01,0.775307E-01,0.904343E-01,0.987813E-01,0.141275E+00,0.194139E+00,0.743541E-01,0.216660E-01,0.652438E-01,0.775307E-01,0.605182E-01,0.141275E+00,0.199481E-01,0.546473E-01,0.662833E-01,0.342947E-01,0.502979E-01,0.490549E-01,0.000000E+00,0.300329E-01,0.194139E+00,0.576601E-01,0.673737E-01,0.987813E-01,0.696927E-01,0.341668E-01,0.357548E-01,0.287291E-01,0.501011E-01,0.514228E-01,0.223505E-01,0.236218E-01,0.169272E-01,0.561001E-01,0.599712E-01,0.727632E-01,0.771961E-01,0.534586E-01,0.255300E-01,0.350800E-01,0.210579E-01,0.196433E-01,0.588332E-01,0.000000E+00,0.584896E-01,0.350652E-01,0.499791E-01,0.470573E-01,0.585942E-01,0.255315E-01,0.635402E-01,0.739849E-01,0.346861E-01,0.904343E-01,0.351725E-01,0.666783E-01,0.603526E-01,
0.225874E-01,0.000000E+00,0.000000E+00,0.690069E-04,0.380452E-02,0.873363E-02,0.923003E-02,0.550108E-01,0.576543E-01,0.589575E-01,0.761971E-01,0.797959E-01,0.102309E+00,0.225874E-01,0.318726E-01,0.271007E-01,0.256709E-01,0.255742E-01,0.411052E-01,0.193334E-01,0.589575E-01,0.239468E-01,0.260637E-01,0.550108E-01,0.254162E-01,0.456609E-01,0.255486E-01,0.797959E-01,0.121947E-01,0.000000E+00,0.321885E-01,0.210247E-01,0.506372E-01,0.117477E-01,0.761971E-01,0.369240E-01,0.396851E-01,0.335326E-01,0.000000E+00,0.320704E-01,0.104022E-01,0.209945E-01,0.113946E-01,0.220705E-01,0.295307E-01,0.510961E-01,0.445970E-01,0.526859E-01,0.460740E-01,0.923003E-02,0.260151E-01,0.309622E-01,0.205363E-01,0.690069E-04,0.462705E-01,0.355095E-01,0.284520E-01,0.102309E+00,0.224623E-01,0.181196E-01,0.380452E-02,0.576543E-01,0.873363E-02,0.516776E-01,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.392757E-03,0.348340E-02,0.129655E-01,0.135844E-01,0.150603E-01,0.174795E+00,0.000000E+00,0.150603E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.174795E+00,0.000000E+00,0.000000E+00,0.135844E-01,0.348340E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.498096E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.129655E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.392757E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.384056E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.655048E-01,0.738174E-01,0.878038E-01,0.886563E-01,0.110184E+00,0.123835E+00,0.000000E+00,0.203916E-01,0.000000E+00,0.192875E-02,0.000000E+00,0.116267E-01,0.878038E-01,0.000000E+00,0.579360E-02,0.000000E+00,0.000000E+00,0.404502E-01,0.591239E-02,0.123835E+00,0.259914E-01,0.430513E-01,0.312727E-01,0.000000E+00,0.000000E+00,0.483404E-01,0.886563E-01,0.372052E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.110184E+00,0.655048E-01,0.225910E-02,0.176103E-01,0.244091E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.799369E-02,0.911103E-02,0.404877E-01,0.354465E-01,0.000000E+00,0.738174E-01,0.623511E-01,0.244023E-01,0.000000E+00,0.869834E-02,0.141099E-01,0.000000E+00,0.172563E-01,0.000000E+00,0.000000E+00,0.689938E-02,0.329820E-02,
0.101648E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.187133E-01,0.247977E-01,0.270310E-01,0.324251E-01,0.446390E-01,0.463930E-01,0.101648E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.441089E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.324251E-01,0.000000E+00,0.000000E+00,0.675284E-03,0.000000E+00,0.000000E+00,0.281151E-02,0.187133E-01,0.890238E-02,0.463930E-01,0.000000E+00,0.446390E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.110252E-01,0.579288E-03,0.127776E-01,0.466555E-02,0.104572E-01,0.867847E-02,0.103004E-01,0.719764E-02,0.743346E-02,0.271229E-02,0.339914E-02,0.445495E-02,0.499272E-02,0.207595E-02,0.621221E-02,0.247977E-01,0.270310E-01,0.000000E+00,0.000000E+00,0.165549E-01,0.660573E-02,0.901197E-02,0.506162E-02,0.823559E-02,0.000000E+00,0.000000E+00,0.000000E+00,

0.390184E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.183554E-05,0.241354E-05,0.110368E-03,0.110867E-03,0.111503E-03,0.122324E-03,0.141740E-03,0.161347E-03,0.390184E-04,0.161347E-03,0.381161E-04,0.632897E-04,0.282846E-04,0.000000E+00,0.863993E-04,0.402364E-04,0.257662E-04,0.662372E-04,0.679902E-04,0.971731E-04,0.547138E-04,0.326842E-04,0.808795E-04,0.000000E+00,0.442716E-04,0.744544E-04,0.000000E+00,0.552509E-05,0.849076E-04,0.366706E-04,0.141740E-03,0.586978E-04,0.633864E-04,0.110867E-03,0.184807E-04,0.183554E-05,0.241605E-04,0.141897E-04,0.628599E-04,0.322082E-04,0.588772E-05,0.468422E-04,0.634587E-04,0.110368E-03,0.361437E-04,0.134966E-04,0.109623E-03,0.122324E-03,0.513005E-04,0.768838E-04,0.843916E-04,0.000000E+00,0.241354E-05,0.928971E-04,0.770454E-04,0.735342E-04,0.437436E-04,0.686133E-04,0.111503E-03,
0.477914E-03,0.000000E+00,0.395315E-04,0.135840E-03,0.150133E-03,0.166867E-03,0.167065E-03,0.588182E-03,0.593043E-03,0.636209E-03,0.646381E-03,0.667208E-03,0.724117E-03,0.477914E-03,0.166867E-03,0.395315E-04,0.277874E-03,0.442589E-03,0.386316E-03,0.489548E-03,0.646381E-03,0.434547E-03,0.266923E-03,0.167065E-03,0.276942E-03,0.408275E-03,0.346434E-03,0.555819E-03,0.363840E-03,0.251670E-03,0.529720E-03,0.335155E-03,0.724117E-03,0.504296E-03,0.293599E-03,0.588182E-03,0.150133E-03,0.449727E-03,0.267587E-03,0.480979E-03,0.432268E-03,0.348720E-03,0.000000E+00,0.319234E-03,0.568023E-03,0.508325E-03,0.566460E-03,0.235259E-03,0.465706E-03,0.636209E-03,0.337861E-03,0.593043E-03,0.452411E-03,0.135840E-03,0.277571E-03,0.489124E-03,0.194283E-03,0.323075E-03,0.526686E-03,0.444278E-03,0.544342E-03,0.505250E-03,0.235268E-03,0.667208E-03,
0.309410E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.183115E-04,0.433093E-03,0.434165E-03,0.447531E-03,0.453424E-03,0.465905E-03,0.642783E-03,0.309410E-03,0.224500E-03,0.642783E-03,0.215546E-03,0.173163E-03,0.223872E-03,0.453424E-03,0.465905E-03,0.433093E-03,0.364357E-04,0.118789E-03,0.225016E-03,0.239086E-03,0.347931E-03,0.178977E-03,0.234448E-04,0.206840E-03,0.245573E-04,0.505254E-04,0.000000E+00,0.316455E-04,0.200539E-03,0.328815E-03,0.140861E-03,0.255538E-03,0.215689E-03,0.105877E-03,0.158786E-03,0.851623E-04,0.000000E+00,0.393522E-04,0.349774E-03,0.000000E+00,0.143026E-03,0.481453E-04,0.434165E-03,0.000000E+00,0.274358E-03,0.105725E-03,0.289293E-03,0.183115E-04,0.000000E+00,0.447531E-03,0.990208E-04,0.973473E-04,0.840064E-04,0.278296E-03,0.723909E-04,0.572896E-04,0.248095E-04,0.336732E-03,
